dna_id,classe_dna,escopo,motor_catalogo,lado_catalogo,tamanho,sequencia,evidencia_16e,score_descoberta_16e,aparicoes,gains,stops,winrate_pct,wilson_95_inferior_pct,profit_factor_r,expectancia_r,sequencia_max_stops,max_drawdown_r,dias_ativos_x,classe_alvo,acertos_classe_alvo,taxa_acerto_classe_alvo_pct,taxa_erro_classe_alvo_pct,dias_ativos_y,motores_ativos,lados_ativos,horas_ativas,taxa_alvo_media_dias_pct,taxa_alvo_desvio_dias_pp,cv_taxa_alvo_diaria,concentracao_melhor_dia_pct,hora_modal,motor_modal,lado_modal,dias_avaliados,taxa_alvo_min_dia_pct,taxa_alvo_max_dia_pct,taxa_alvo_mediana_dias_pct,dias_acima_50_pct,dias_acima_58_pct,proporcao_dias_acima_50_pct,proporcao_dias_acima_58_pct,taxa_primeira_metade_pct,taxa_segunda_metade_pct,degradacao_segunda_menos_primeira_pp,score_estabilidade,status_estabilidade
DNA_0DDD8BFE6E7B,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,FRACA,52.1523,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,STOP,2,100.0,0.0,1,1,1,2,100.0,0.0,0.0,100.0,8,motor_c7_dna_fluxo_v5_2,COMPRA,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0,48.0,FRACA
DNA_1016F676957E,DNA_GAIN,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,42.5106,2,2,0,100.0,34.23719528896193,inf,1.0,0,0.0,2,GAIN,2,100.0,0.0,2,1,1,1,100.0,0.0,0.0,50.0,10,motor_c7_dna_fluxo_v5_2,COMPRA,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0,88.0,FORTE
DNA_678815D30B0A,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FRACA,56.4437,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,STOP,2,100.0,0.0,1,1,1,2,100.0,0.0,0.0,100.0,11,motor_operacional_c7_v3_1,COMPRA,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0,48.0,FRACA
DNA_AA02437A95B4,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,44.9766,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,STOP,2,100.0,0.0,2,1,1,2,100.0,0.0,0.0,50.0,12,motor_c7_dna_fluxo_v5_2,COMPRA,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0,88.0,FORTE
DNA_0F5FE823FA32,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FRACA,52.1523,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,STOP,2,100.0,0.0,1,1,1,2,100.0,0.0,0.0,100.0,10,motor_c7_dna_fluxo_v5_2,COMPRA,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0,48.0,FRACA
DNA_B4262BCA8356,DNA_GAIN,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,36.3233,1,1,0,100.0,20.65432914738929,inf,1.0,0,0.0,1,GAIN,1,100.0,0.0,1,1,1,1,100.0,0.0,0.0,100.0,19,motor_operacional_c7_v3_1,VENDA,1,100.0,100.0,100.0,1,1,100.0,100.0,100.0,100.0,0.0,48.0,FRACA
DNA_615C44D1EC83,DNA_STOP,GLOBAL,,,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,64.4471,15,1,14,6.666666666666667,1.186658860619488,0.0714285714285714,-0.8666666666666667,12,13.0,3,STOP,14,93.33333333333331,6.666666666666671,3,2,2,14,95.23809523809524,6.734350297014741,0.0707106781186547,46.66666666666666,14,motor_c7_dna_fluxo_v5_2,VENDA,3,85.71428571428571,100.0,100.0,3,3,100.0,100.0,100.0,85.71428571428571,-14.285714285714292,73.58124098860287,MODERADA
DNA_4FA4C1B43082,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,MODERADA,55.9279,14,1,13,7.142857142857143,1.272188611229165,0.0769230769230769,-0.8571428571428571,12,12.0,4,STOP,13,92.85714285714286,7.142857142857139,4,1,2,10,96.875,5.412658773652741,0.0558726066957702,57.142857142857146,21,motor_operacional_c7_v3_1,COMPRA,4,87.5,100.0,100.0,4,4,100.0,100.0,100.0,93.75,-6.25,72.81590575005266,MODERADA
DNA_A2CCB9BA9DA2,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,55.2136,13,1,12,7.6923076923076925,1.3710066379696304,0.0833333333333333,-0.8461538461538461,10,11.0,4,STOP,12,92.3076923076923,7.692307692307693,4,2,1,6,93.75,10.825317547305485,0.1154700538379251,46.15384615384615,11,motor_c7_dna_fluxo_v5_2,VENDA,4,75.0,100.0,100.0,4,4,100.0,100.0,87.5,100.0,12.5,81.83931876988908,FORTE
DNA_CDE5325D0F02,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,MODERADA,48.3706,13,1,12,7.6923076923076925,1.3710066379696304,0.0833333333333333,-0.8461538461538461,8,11.0,4,STOP,12,92.3076923076923,7.692307692307693,4,1,2,9,95.0,8.660254037844387,0.0911605688194146,38.46153846153846,10,motor_c7_dna_fluxo_v5_2,VENDA,4,80.0,100.0,100.0,4,4,100.0,100.0,100.0,90.0,-10.0,81.93792372521605,FORTE
DNA_9C2330692362,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,63.4452,12,1,11,8.333333333333334,1.486470945077349,0.0909090909090909,-0.8333333333333334,10,10.0,3,STOP,11,91.66666666666669,8.333333333333329,3,2,1,11,94.44444444444444,7.856742013183863,0.0831890330807703,50.0,14,motor_c7_dna_fluxo_v5_2,VENDA,3,83.33333333333333,100.0,100.0,3,3,100.0,100.0,100.0,83.33333333333333,-16.66666666666667,68.01154402020504,MODERADA
DNA_F39FC5A561B0,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,2,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.1506,11,1,10,9.090909090909092,1.6231752262825987,0.1,-0.8181818181818182,10,10.0,3,STOP,10,90.9090909090909,9.090909090909092,3,1,2,8,83.33333333333333,23.570226039551585,0.282842712474619,45.45454545454545,12,motor_operacional_c7_v3_1,VENDA,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0,69.00894663839412,MODERADA
DNA_0CDC5A943B30,DNA_STOP,LADO,,VENDA,3,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,56.1959,11,1,10,9.090909090909092,1.6231752262825987,0.1,-0.8181818181818182,8,9.0,4,STOP,10,90.9090909090909,9.090909090909092,4,2,1,8,91.66666666666669,14.433756729740642,0.1574591643244433,45.45454545454545,10,motor_operacional_c7_v3_1,VENDA,4,66.66666666666667,100.0,100.0,4,4,100.0,100.0,83.33333333333334,100.0,16.666666666666657,79.03963049040817,MODERADA
DNA_4620A3000395,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,MODERADA,48.5154,11,1,10,9.090909090909092,1.6231752262825987,0.1,-0.8181818181818182,8,9.0,4,STOP,10,90.9090909090909,9.090909090909092,4,2,1,10,95.83333333333331,7.216878364870324,0.0753065568508207,54.54545454545455,11,motor_c7_dna_fluxo_v5_2,VENDA,4,83.33333333333333,100.0,100.0,4,4,100.0,100.0,100.0,91.66666666666666,-8.333333333333343,71.67244514890403,MODERADA
DNA_AA7FAA42A1C2,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,61.0825,21,2,19,9.523809523809524,2.6518208796947227,0.1052631578947368,-0.8095238095238095,8,17.0,4,STOP,19,90.47619047619048,9.523809523809518,4,2,1,11,93.33333333333331,7.071067811865477,0.0757614408414158,47.61904761904762,11,motor_c7_dna_fluxo_v5_2,VENDA,4,83.33333333333333,100.0,95.0,4,4,100.0,100.0,91.66666666666666,95.0,3.333333333333343,83.84384663744864,FORTE
DNA_454C2AF1E3D3,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,MODERADA,60.8221,21,2,19,9.523809523809524,2.6518208796947227,0.1052631578947368,-0.8095238095238095,12,17.0,4,STOP,19,90.47619047619048,9.523809523809518,4,1,2,14,91.42857142857144,8.80630571852711,0.0963189687963902,38.095238095238095,12,motor_c7_dna_fluxo_v5_2,VENDA,4,80.0,100.0,92.85714285714286,4,4,100.0,100.0,100.0,82.85714285714286,-17.14285714285714,76.10400630581259,MODERADA
DNA_48D4B430C7FE,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,5,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,54.5028,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,5,8.0,4,STOP,9,90.0,10.0,4,1,2,9,95.0,8.660254037844387,0.0911605688194146,50.0,12,motor_operacional_c7_v3_1,COMPRA,4,80.0,100.0,100.0,4,4,100.0,100.0,100.0,90.0,-10.0,72.70715449444683,MODERADA
DNA_3A810E62CFAB,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.7265,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,7,8.0,4,STOP,9,90.0,10.0,4,1,2,8,87.5,21.65063509461097,0.2474358296526967,60.0,5,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,100.0,4,3,100.0,75.0,100.0,75.0,-25.0,40.205133627784264,FRACA
DNA_AE9EA427A06E,DNA_STOP,LADO,,COMPRA,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,55.7068,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,9,9.0,4,STOP,9,90.0,10.0,4,2,1,6,75.0,43.30127018922193,0.5773502691896257,50.0,11,motor_c7_dna_fluxo_v5_2,COMPRA,4,0.0,100.0,100.0,3,3,75.0,75.0,100.0,50.0,-50.0,8.0,INSTAVEL
DNA_34233F371B93,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,40.5483,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,7,8.0,4,STOP,9,90.0,10.0,4,2,1,8,91.66666666666669,14.433756729740642,0.1574591643244433,50.0,11,motor_c7_dna_fluxo_v5_2,VENDA,4,66.66666666666667,100.0,100.0,4,4,100.0,100.0,100.0,83.33333333333334,-16.666666666666657,62.0699335207112,MODERADA
DNA_C65749F92451,DNA_STOP,LADO,,VENDA,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.8663,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,6,8.0,3,STOP,9,90.0,10.0,3,2,1,7,83.33333333333333,23.570226039551585,0.282842712474619,60.0,5,motor_c7_dna_fluxo_v5_2,VENDA,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,100.0,100.0,0.0,57.37258300203048,FRACA
DNA_DF8EBE9D9DFF,DNA_STOP,GLOBAL,,,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,MODERADA,52.9613,27,3,24,11.11111111111111,3.851964789498726,0.125,-0.7777777777777778,12,21.0,4,STOP,24,88.88888888888889,11.111111111111114,4,2,2,14,88.25549450549451,9.17223518348061,0.1039282056587375,48.14814814814815,12,motor_operacional_c7_v3_1,VENDA,4,75.0,100.0,89.01098901098901,4,4,100.0,100.0,87.5,89.01098901098901,1.5109890109890074,81.16722502878248,FORTE
DNA_0B7B4EA435EA,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,FRACA,45.4333,9,1,8,11.11111111111111,1.989037132713052,0.125,-0.7777777777777778,8,8.0,3,STOP,8,88.88888888888889,11.111111111111114,3,1,2,7,95.23809523809524,6.734350297014741,0.0707106781186547,77.77777777777777,21,motor_operacional_c7_v3_1,VENDA,3,85.71428571428571,100.0,100.0,3,3,100.0,100.0,100.0,85.71428571428571,-14.285714285714292,48.69235209971397,FRACA
DNA_E0406E437ED4,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,59.5658,9,1,8,11.11111111111111,1.989037132713052,0.125,-0.7777777777777778,7,7.0,4,STOP,8,88.88888888888889,11.111111111111114,4,1,1,8,93.75,10.825317547305485,0.1154700538379251,44.44444444444444,11,motor_c7_dna_fluxo_v5_2,VENDA,4,75.0,100.0,100.0,4,4,100.0,100.0,100.0,87.5,-12.5,73.20684013741044,MODERADA
DNA_E23451CCC141,DNA_STOP,GLOBAL,,,2,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,59.2506,24,3,21,12.5,4.344255039315585,0.1428571428571428,-0.75,15,19.0,4,STOP,21,87.5,12.5,4,2,2,12,79.375,18.40303983041932,0.2318493206981961,37.5,12,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,83.75,4,3,100.0,75.0,68.75,90.0,21.25,79.45205434414432,MODERADA
DNA_C75189E144B6,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.6906,16,2,14,12.5,3.4976749337057127,0.1428571428571428,-0.75,11,12.0,4,STOP,14,87.5,12.5,4,1,1,12,92.26190476190476,7.78374811346549,0.084365786004013,43.75,5,motor_c7_dna_fluxo_v5_2,VENDA,4,83.33333333333333,100.0,92.85714285714286,4,4,100.0,100.0,91.66666666666666,92.85714285714286,1.190476190476204,86.25073711967896,FORTE
DNA_B7901F5FE041,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,57.5355,8,1,7,12.5,2.2416908863296183,0.1428571428571428,-0.75,5,6.0,3,STOP,7,87.5,12.5,3,2,1,8,83.33333333333333,23.570226039551585,0.282842712474619,50.0,4,motor_c7_dna_fluxo_v5_2,VENDA,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,100.0,100.0,0.0,65.37258300203048,MODERADA
DNA_2AA78FEE2F3D,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FRACA,45.1793,8,1,7,12.5,2.2416908863296183,0.1428571428571428,-0.75,7,7.0,3,STOP,7,87.5,12.5,3,1,1,8,88.8888888888889,15.71348402636772,0.1767766952966368,50.0,1,motor_c7_dna_fluxo_v5_2,VENDA,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,66.66666666666667,100.0,33.33333333333333,73.85786437626905,MODERADA
DNA_280552AE4D03,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,FRACA,55.0718,8,1,7,12.5,2.2416908863296183,0.1428571428571428,-0.75,5,6.0,4,STOP,7,87.5,12.5,4,1,2,8,75.0,43.30127018922193,0.5773502691896257,62.5,2,motor_c7_dna_fluxo_v5_2,VENDA,4,0.0,100.0,100.0,3,3,75.0,75.0,100.0,50.0,-50.0,0.0,INSTAVEL
DNA_EF361E9CFF98,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,39.8487,8,1,7,12.5,2.2416908863296183,0.1428571428571428,-0.75,4,6.0,3,STOP,7,87.5,12.5,3,1,1,8,83.33333333333333,23.570226039551585,0.282842712474619,37.5,2,motor_operacional_c7_v3_1,VENDA,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,100.0,100.0,0.0,75.37258300203048,MODERADA
DNA_0DB4B4CC9BFE,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,2,CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,48.0093,8,1,7,12.5,2.2416908863296183,0.1428571428571428,-0.75,5,6.0,3,STOP,7,87.5,12.5,3,1,1,7,88.8888888888889,15.71348402636772,0.1767766952966368,37.5,9,motor_operacional_c7_v3_1,VENDA,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,66.66666666666667,100.0,33.33333333333333,83.85786437626905,FORTE
DNA_CE50009D9771,DNA_STOP,LADO,,COMPRA,3,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,FRACA,50.7091,8,1,7,12.5,2.2416908863296183,0.1428571428571428,-0.75,4,6.0,2,STOP,7,87.5,12.5,2,2,1,5,90.0,10.0,0.1111111111111111,62.5,13,motor_c7_dna_fluxo_v5_2,COMPRA,2,80.0,100.0,90.0,2,2,100.0,100.0,80.0,100.0,20.0,69.11111111111111,MODERADA
DNA_99AF8EE48A0A,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,38.4775,8,1,7,12.5,2.2416908863296183,0.1428571428571428,-0.75,6,6.0,3,STOP,7,87.5,12.5,3,1,1,8,88.8888888888889,15.71348402636772,0.1767766952966368,37.5,1,motor_c7_dna_fluxo_v5_2,VENDA,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333,57.191197709602385,FRACA
DNA_52E0D6369D55,DNA_STOP,GLOBAL,,,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,52.2873,15,2,13,13.333333333333334,3.736046989135928,0.1538461538461538,-0.7333333333333333,11,12.0,4,STOP,13,86.66666666666667,13.333333333333329,4,2,2,10,81.25,20.72890493972125,0.2551249838734923,33.333333333333336,14,motor_c7_dna_fluxo_v5_2,VENDA,4,50.0,100.0,87.5,4,3,100.0,75.0,100.0,62.5,-37.5,49.59000129012061,FRACA
DNA_CB717D7599A0,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,3,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,MODERADA,44.2805,15,2,13,13.333333333333334,3.736046989135928,0.1538461538461538,-0.7333333333333333,7,11.0,3,STOP,13,86.66666666666667,13.333333333333329,3,1,2,11,87.77777777777777,8.748897637790902,0.0996709857469849,40.0,13,motor_c7_dna_fluxo_v5_2,VENDA,3,80.0,100.0,83.33333333333333,3,3,100.0,100.0,80.0,83.33333333333333,3.3333333333333286,88.02632114024121,FORTE
DNA_1F43317DBDF1,DNA_STOP,GLOBAL,,,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,48.2496,22,3,19,13.636363636363637,4.748917264236267,0.1578947368421052,-0.7272727272727273,13,18.0,3,STOP,19,86.36363636363636,13.63636363636364,3,2,2,12,85.97883597883599,2.2757474251435528,0.0264686931293619,40.90909090909091,11,motor_c7_dna_fluxo_v5_2,COMPRA,3,83.33333333333333,88.88888888888889,85.71428571428571,3,3,100.0,100.0,83.33333333333333,85.71428571428571,2.3809523809523796,93.15523182237833,FORTE
DNA_15753472146B,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,5,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,44.2542,7,1,6,14.285714285714286,2.567895594897479,0.1666666666666666,-0.7142857142857143,3,5.0,4,STOP,6,85.71428571428571,14.285714285714292,4,1,1,7,91.66666666666669,14.433756729740642,0.1574591643244433,42.85714285714285,0,motor_operacional_c7_v3_1,COMPRA,4,66.66666666666667,100.0,100.0,4,4,100.0,100.0,100.0,83.33333333333334,-16.666666666666657,67.78421923499693,MODERADA
DNA_80D64ED2D20F,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,55.4769,7,1,6,14.285714285714286,2.567895594897479,0.1666666666666666,-0.7142857142857143,4,5.0,4,STOP,6,85.71428571428571,14.285714285714292,4,1,1,5,87.5,21.65063509461097,0.2474358296526967,42.85714285714285,11,motor_c7_dna_fluxo_v5_2,COMPRA,4,50.0,100.0,100.0,4,3,100.0,75.0,100.0,75.0,-25.0,53.919419342069986,FRACA
DNA_BA2AECE01079,DNA_STOP,LADO,,COMPRA,3,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,FRACA,50.7091,7,1,6,14.285714285714286,2.567895594897479,0.1666666666666666,-0.7142857142857143,3,5.0,3,STOP,6,85.71428571428571,14.285714285714292,3,2,1,4,91.66666666666669,11.785113019775793,0.128564869306645,57.142857142857146,11,motor_c7_dna_fluxo_v5_2,COMPRA,3,75.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0,72.00052474118267,MODERADA
DNA_C89225A60A2F,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,54.2328,7,1,6,14.285714285714286,2.567895594897479,0.1666666666666666,-0.7142857142857143,4,5.0,2,STOP,6,85.71428571428571,14.285714285714292,2,1,2,5,87.5,12.5,0.1428571428571428,57.142857142857146,11,motor_operacional_c7_v3_1,COMPRA,2,75.0,100.0,87.5,2,2,100.0,100.0,100.0,75.0,-25.0,50.85714285714286,FRACA
