candidate_id,rank_cientifico,gene_id,gene_key,family,source_plugin,status_elegibilidade,motivo_elegibilidade,historias_total,historias_com_gene,historias_sem_gene,gain_com_gene,stop_com_gene,gain_sem_gene,stop_sem_gene,cobertura_pct,taxa_gain_gene_pct,taxa_gain_base_pct,lift_gain,leverage,conviction,entropia_alvo,information_gain,mutual_information,odds_ratio,fisher_p,chi2,chi2_p,phi_mcc,bayes_media_pct,bayes_ic_inferior_pct,bayes_ic_superior_pct,bootstrap_media_pct,bootstrap_ic_inferior_pct,bootstrap_ic_superior_pct,bootstrap_desvio_pp,dep_n_a,dep_jaccard_a,dep_n_b,dep_jaccard_b,ant_n_a,ant_n_b,score_qualidade,score_informacao,score_significancia,score_robustez,score_evidencia,score_rede,indice_candidato_0_100,faixa_evidencia
CGENE_B30684DB69DC,37,GENE_2A1190BA3281,FAIXA_POS_00::AJUSTE_ESTRUTURA_ACELEROU_NEG,FAIXA_POS_00,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,173,655,66,107,198,457,20.8937198068,38.1502890173,31.884057971,1.19653179191,0.0130924875726,1.10131382907,0.903116172157,0.00336852834102,0.00336852834102,1.42367601246,0.0539565643781,3.95389917581,0.0467628946283,0.0691031153458,38.2857142857,31.2408162584,45.5842707112,38.0202312139,30.6358381503,45.0867052023,3.74896555122,428,0.142040996453,72,0.159052971643,18,5,0.81103286385,0.805555555556,0.81161971831,0.754890453834,0.720657276995,0.596537558685,77.9034624413,FAIXA_EVIDENCIA_ALTA
CGENE_F70EB69384A7,38,GENE_8FC3D8F1510A,NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,808,20,261,547,3,17,97.5845410628,32.301980198,31.884057971,1.01310756076,0.00407827487223,1.00617333015,0.903116172157,0.00267408570094,0.00267408570094,2.70383912249,0.143493013898,2.69017345884,0.100968822018,0.0570000154551,32.3456790123,29.1684656847,35.6054685537,32.2464108911,29.0841584158,35.2753712871,1.58735512908,350,0.221980983557,437,0.20081837526,,,0.652582159624,0.739241001565,0.735328638498,0.939749608764,0.928403755869,0.860622065728,77.7743544601,FAIXA_EVIDENCIA_ALTA
CGENE_5D8E59BF4197,39,GENE_A2ADB54C8C4A,TOKEN::AJUSTE_ESTRUTURA_ACELEROU_NEG,TOKEN,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,173,655,66,107,198,457,20.8937198068,38.1502890173,31.884057971,1.19653179191,0.0130924875726,1.10131382907,0.903116172157,0.00336852834102,0.00336852834102,1.42367601246,0.0539565643781,3.95389917581,0.0467628946283,0.0691031153458,38.2857142857,31.2408162584,45.5842707112,38.0855491329,30.6358381503,45.6647398844,3.78956453576,193,0.139339696582,307,0.14772898697,6,17,0.81103286385,0.805555555556,0.81161971831,0.747848200313,0.720657276995,0.596537558685,77.7626173709,FAIXA_EVIDENCIA_ALTA
CGENE_9999C0F11A32,40,GENE_2F96E5FCB732,POS_001::AJUSTE_ESTRUTURA_SUBIU,POS_001,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,65,763,30,35,234,529,7.85024154589,46.1538461538,31.884057971,1.44755244755,0.0112021284044,1.26501035197,0.903116172157,0.00545332695225,0.00545332695225,1.93772893773,0.0124604374571,6.61350751532,0.0101208122955,0.0893718519281,46.2686567164,34.5621302763,58.1863166853,46.2276923077,33.8461538462,58.4615384615,6.22612820015,263,0.0985916488011,60,0.105834367771,132,31,0.907276995305,0.877151799687,0.881455399061,0.621283255086,0.552230046948,0.356807511737,77.7151799687,FAIXA_EVIDENCIA_ALTA
CGENE_3AE4160D9991,41,GENE_788068D894B2,FAIXA_POS_09::CONFIRMACOES_CANDIDATA_ACELEROU_POS,FAIXA_POS_09,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,83,745,35,48,229,516,10.0241545894,42.1686746988,31.884057971,1.32256297919,0.0103094587972,1.17783816425,0.903116172157,0.00375480218477,0.00375480218477,1.64301310044,0.0462501458926,4.49268554753,0.0340401630687,0.0736610394232,42.3529411765,32.1078914308,52.9390012996,42.1301204819,32.5301204819,53.0120481928,5.34927394418,219,0.103574579048,202,0.112445723346,40,34,0.869718309859,0.822378716745,0.834507042254,0.677230046948,0.615023474178,0.532276995305,77.4129499218,FAIXA_EVIDENCIA_ALTA
CGENE_42B900DF0CC5,42,GENE_16914B32AE1D,FAIXA_POS_02::AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,FAIXA_POS_02,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,33,795,19,14,245,550,3.98550724638,57.5757575758,31.884057971,1.80578512397,0.0102394454946,1.60559006211,0.903116172157,0.00837992882491,0.00837992882491,3.04664723032,0.00200324960995,10.4457700615,0.00122930645833,0.112319474382,57.1428571429,40.6969432971,72.8149803585,57.5424242424,39.3939393939,75.7575757576,8.6387588417,278,0.0882056881206,21,0.0784695009052,166,18,0.969483568075,0.918231611894,0.921948356808,0.524452269171,0.411384976526,0.306044600939,77.4114827856,FAIXA_EVIDENCIA_ALTA
CGENE_873071B9FCAE,43,GENE_23EFB7317B4A,FAIXA_POS_00::AJUSTE_ESTRUTURA_SUBIU,FAIXA_POS_00,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,74,754,32,42,232,522,8.93719806763,43.2432432432,31.884057971,1.35626535627,0.0101519288665,1.20013802622,0.903116172157,0.00401844990406,0.00401844990406,1.71428571429,0.0358791468757,4.8279495088,0.0280019151199,0.0763600477651,43.4210526316,32.5467198016,54.6235289776,43.1864864865,32.4324324324,54.0540540541,5.61640700023,324,0.107181284117,46,0.115798128581,114,16,0.880868544601,0.833528951487,0.848004694836,0.655320813772,0.591549295775,0.440727699531,77.0422535211,FAIXA_EVIDENCIA_ALTA
CGENE_616C7A676B06,44,GENE_42AF9AAD7E04,NUM::DEGRADACAO_SEGUNDA_MENOS_PRIMEIRA_PP::ATE_P10,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,181,647,68,113,196,451,21.8599033816,37.5690607735,31.884057971,1.17830236062,0.0124273611986,1.09106066436,0.903116172157,0.00294342256929,0.00294342256929,1.38468484739,0.071130523418,3.44701870377,0.0633659695748,0.0645218262866,37.7049180328,30.8385258474,44.8259017743,37.6723756906,30.3867403315,44.7513812155,3.59074673656,398,0.13363675104,144,0.128673251179,12,2,0.801643192488,0.769953051643,0.789906103286,0.762519561815,0.732981220657,0.62323943662,76.9933489828,FAIXA_EVIDENCIA_ALTA
CGENE_477446BB219E,45,GENE_6A90A0D4AF80,POS_000::AJUSTE_ESTRUTURA_SUBIU,POS_000,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,74,754,32,42,232,522,8.93719806763,43.2432432432,31.884057971,1.35626535627,0.0101519288665,1.20013802622,0.903116172157,0.00401844990406,0.00401844990406,1.71428571429,0.0358791468757,4.8279495088,0.0280019151199,0.0763600477651,43.4210526316,32.5467198016,54.6235289776,43.2364864865,31.0810810811,54.0540540541,5.8492928641,221,0.104627999243,149,0.113628604939,81,49,0.880868544601,0.833528951487,0.848004694836,0.635367762128,0.591549295775,0.440727699531,76.6431924883,FAIXA_EVIDENCIA_ALTA
CGENE_ECC22428D770,46,GENE_69510B5B9635,POS_001::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG,POS_001,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,81,747,34,47,230,517,9.78260869565,41.975308642,31.884057971,1.3164983165,0.00987187565637,1.17391304348,0.903116172157,0.00352006826095,0.00352006826095,1.62608695652,0.0448393498044,4.2098089327,0.0401908638821,0.0713043498336,42.1686746988,31.8155735333,52.8794200547,42.0839506173,30.8641975309,53.0864197531,5.51427823481,253,0.12278268983,170,0.115432081895,46,29,0.866197183099,0.815336463224,0.829812206573,0.649452269171,0.609741784038,0.532570422535,76.4891431925,FAIXA_EVIDENCIA_ALTA
CGENE_F4F6655A60B5,47,GENE_A03688A02685,NUM::ULTIMA_POSICAO::POSITIVO,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,695,133,207,488,57,76,83.9371980676,29.7841726619,31.884057971,0.934139960759,-0.0176258489113,0.970093846519,0.903116172157,0.00735796847443,0.00735796847443,0.565573770492,0.00431372240345,8.78480839534,0.00303749468136,-0.103003261963,29.8421807747,26.5038408893,33.2900906795,29.8175539568,26.618705036,33.2410071942,1.75739569609,297,0.204628103451,480,0.203114777573,,,0.467723004695,0.901995305164,0.903755868545,0.85406885759,0.920774647887,0.857394366197,76.204029734,FAIXA_EVIDENCIA_ALTA
CGENE_48EC8E562DF5,48,GENE_06F0A2915F96,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,672,156,190,482,74,82,81.1594202899,28.2738095238,31.884057971,0.886769480519,-0.0293005671078,0.949666245715,0.903116172157,0.0177828205036,0.0177828205036,0.436806100707,6.54247680458e-06,21.4055718218,3.71689463463e-06,-0.160786006485,28.3382789318,25.0010415484,31.7972770147,28.194047619,24.8511904762,31.6964285714,1.72705873714,741,0.204650585498,18,0.174380222903,,,0.416666666667,0.962441314554,0.963028169014,0.825508607199,0.919014084507,0.855927230047,76.1741979656,FAIXA_EVIDENCIA_ALTA
CGENE_BD11DC443CA4,49,GENE_8D1ED91639D5,NUM::PRIMEIRA_POSICAO::POSITIVO,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,695,133,207,488,57,76,83.9371980676,29.7841726619,31.884057971,0.934139960759,-0.0176258489113,0.970093846519,0.903116172157,0.00735796847443,0.00735796847443,0.565573770492,0.00431372240345,8.78480839534,0.00303749468136,-0.103003261963,29.8421807747,26.5038408893,33.2900906795,29.853381295,26.3309352518,33.381294964,1.76724679482,352,0.218196581447,425,0.191681043036,,,0.467723004695,0.901995305164,0.903755868545,0.845070422535,0.920774647887,0.857394366197,76.0240610329,FAIXA_EVIDENCIA_ALTA
CGENE_14E697565D65,50,GENE_451F5778051A,NUM::LADOS_ATIVOS::ATE_P10,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,779,49,242,537,22,27,94.0821256039,31.0654685494,31.884057971,0.97432605905,-0.00770146327802,0.988125118074,0.903116172157,0.00335647401118,0.00335647401118,0.553072625698,0.0568497032908,4.06145469687,0.0438726895704,-0.0700366941166,31.1139564661,27.9160832847,34.4034464998,30.9744544288,27.9813863928,34.1463414634,1.64010852122,587,0.206019464935,199,0.214176284514,,,0.538732394366,0.801251956182,0.816314553991,0.899843505477,0.926056338028,0.859448356808,75.9864045383,FAIXA_EVIDENCIA_ALTA
CGENE_DFCD119EDF0A,51,GENE_D65657853B58,POS_001::AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,POS_001,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,111,717,44,67,220,497,13.4057971014,39.6396396396,31.884057971,1.24324324324,0.0103969754253,1.12848799481,0.903116172157,0.00299786673231,0.00299786673231,1.48358208955,0.0633777557765,3.55009973028,0.0595418713747,0.0654794628928,39.8230088496,31.0256821776,48.9616608173,39.327027027,30.6306306306,48.6486486486,4.709214617,66,0.130427240194,367,0.128111636448,19,83,0.834507042254,0.774256651017,0.797535211268,0.708920187793,0.657863849765,0.511150234742,75.7961658842,FAIXA_EVIDENCIA_ALTA
CGENE_C06F0B917BE2,52,GENE_F358281B7824,POS_001::AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,POS_001,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,99,729,40,59,224,505,11.9565217391,40.404040404,31.884057971,1.26721763085,0.0101869355177,1.1429624171,0.903116172157,0.00316299512101,0.00316299512101,1.5284503632,0.065400371782,3.75831384987,0.0525455412956,0.0673722968937,40.5940594059,31.2619976568,50.2790849578,40.2919191919,31.3131313131,49.4949494949,4.81802621675,12,0.099625799387,338,0.118224735882,6,136,0.845070422535,0.780907668232,0.801056338028,0.707746478873,0.642018779343,0.412852112676,75.6254890454,FAIXA_EVIDENCIA_ALTA
CGENE_9E2DFE40D082,53,GENE_94DB534F7DBC,FAIXA_POS_03::AJUSTE_ESTRUTURA_SUBIU,FAIXA_POS_03,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,22,806,14,8,250,556,2.65700483092,63.6363636364,31.884057971,1.9958677686,0.00843660295456,1.8731884058,0.903116172157,0.00835305851561,0.00835305851561,3.892,0.002098366497,10.4917069578,0.00119911538961,0.112566174621,62.5,42.7343963036,80.2923576031,64.05,45.4545454545,81.8181818182,9.96639656372,89,0.0695639072618,112,0.0743090559673,126,172,0.978286384977,0.917840375587,0.921948356808,0.502738654147,0.317488262911,0.150528169014,75.5169209703,FAIXA_EVIDENCIA_ALTA
CGENE_F47E2E38DADC,54,GENE_ADF059010517,NUM::MOTORES_ATIVOS::ATE_P10,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,752,76,232,520,32,44,90.8212560386,30.8510638298,31.884057971,0.967601547389,-0.00938178253868,0.985061315496,0.903116172157,0.0033631979795,0.0033631979795,0.613461538462,0.0524839546764,4.02538982544,0.044820260637,-0.0697250451042,30.9018567639,27.6549242705,34.2447524404,30.8863031915,27.65625,34.1755319149,1.68411747369,263,0.199923996268,521,0.209170956463,,,0.527582159624,0.805946791862,0.815727699531,0.87323943662,0.923708920188,0.858861502347,75.1785015649,FAIXA_EVIDENCIA_ALTA
CGENE_2F0EF7D27B8A,55,GENE_360036310E06,NUM::DEGRADACAO_SEGUNDA_MENOS_PRIMEIRA_PP::NEGATIVO,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,606,222,175,431,89,133,73.1884057971,28.8778877888,31.884057971,0.905715571557,-0.0220016803193,0.957732270756,0.903116172157,0.00800326998464,0.00800326998464,0.606767642535,0.00245796835268,9.40491240038,0.00216404857625,-0.106576685328,28.9473684211,25.4127374925,32.6131828825,28.8336633663,25.4125412541,32.1782178218,1.76762576257,593,0.203722179501,143,0.196828324111,,,0.434272300469,0.911580594679,0.917253521127,0.835289514867,0.917840375587,0.854753521127,75.1765453834,FAIXA_EVIDENCIA_ALTA
CGENE_63DC4FC641CD,56,GENE_07795FEF4D53,NGRAM3::AJUSTE_ESTRUTURA_COMPRA_CAIU=>AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG=>AJUSTE_ESTRUTURA_VENDA_ESTAVEL,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,1,827,1,0,263,564,0.12077294686,100,31.884057971,3.13636363636,0.000822656304698,inf,0.903116172157,0.00199390957493,0.00199390957493,inf,0.31884057971,2.13894690557,0.143600438338,0.0508258714596,66.6666666667,15.8113883008,98.7420882907,100,100,100,0,,,,,,,0.99765258216,0.680946791862,0.613849765258,0.990219092332,0.00234741784038,0.414612676056,74.6571791862,FAIXA_EVIDENCIA_ALTA
CGENE_EA30A46C1D5A,57,GENE_091AC2032C76,NUM::MOTORES_ATIVOS::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,573,255,164,409,100,155,69.2028985507,28.6212914485,31.884057971,0.897667777249,-0.0225792900651,0.954289358988,0.903116172157,0.00780155772306,0.00780155772306,0.621515892421,0.00282187838071,9.11999113599,0.00252831187241,-0.104949902565,28.6956521739,25.0736413004,32.458033352,28.6904013962,24.9563699825,32.4607329843,1.81542310843,715,0.19974806831,25,0.181854467288,,,0.431924882629,0.909233176839,0.911384976526,0.820813771518,0.911971830986,0.855340375587,74.6258802817,FAIXA_EVIDENCIA_ALTA
CGENE_00D609670238,58,GENE_4ECE39167BEE,NUM::DIAS_ACIMA_58_PCT::ATE_P25,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,483,345,163,320,101,244,58.3333333333,33.7474120083,31.884057971,1.05844155844,0.0108695652174,1.028125,0.903116172157,0.00162230660688,0.00162230660688,1.23056930693,0.198494516935,1.8532191213,0.173409455214,0.047309484721,33.8144329897,29.6739049887,38.0814017021,33.8250517598,29.8084886128,38.0952380952,2.16367091946,497,0.184356035954,220,0.177691200214,,,0.713615023474,0.632629107981,0.646126760563,0.874804381847,0.894366197183,0.848298122066,74.4341744914,FAIXA_EVIDENCIA_ALTA
CGENE_7048906DD65F,59,GENE_75BB9D03975C,NUM::DIAS_AVALIADOS::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,586,242,157,429,107,135,70.7729468599,26.7918088737,31.884057971,0.840288551039,-0.036039347476,0.930441539137,0.903116172157,0.0202705524687,0.0202705524687,0.461734527155,1.7498476777e-06,23.939193176,9.94268393916e-07,-0.17003549351,26.8707482993,23.3671831097,30.5233348276,26.7107508532,23.2081911263,29.8634812287,1.79862562789,405,0.205348016546,327,0.19222126328,,,0.359154929577,0.968309859155,0.968309859155,0.805946791862,0.915492957746,0.853579812207,74.2072574335,FAIXA_EVIDENCIA_ALTA
CGENE_280A3592AA94,60,GENE_CE51BFE64420,NUM::DIAS_ATIVOS_X::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,586,242,157,429,107,135,70.7729468599,26.7918088737,31.884057971,0.840288551039,-0.036039347476,0.930441539137,0.903116172157,0.0202705524687,0.0202705524687,0.461734527155,1.7498476777e-06,23.939193176,9.94268393916e-07,-0.17003549351,26.8707482993,23.3671831097,30.5233348276,26.816894198,23.2081911263,30.5503412969,1.86507796612,144,0.177695766513,588,0.204819913972,,,0.359154929577,0.968309859155,0.968309859155,0.800860719875,0.915492957746,0.853579812207,74.1055359937,FAIXA_EVIDENCIA_ALTA
CGENE_71CF2086DF6E,61,GENE_E0542D3B8B8D,NUM::DIAS_ATIVOS_Y::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,586,242,157,429,107,135,70.7729468599,26.7918088737,31.884057971,0.840288551039,-0.036039347476,0.930441539137,0.903116172157,0.0202705524687,0.0202705524687,0.461734527155,1.7498476777e-06,23.939193176,9.94268393916e-07,-0.17003549351,26.8707482993,23.3671831097,30.5233348276,26.8387372014,23.2081911263,30.7167235495,1.83229622391,95,0.167935350772,637,0.204189076092,,,0.359154929577,0.968309859155,0.968309859155,0.800078247261,0.915492957746,0.853579812207,74.0898865415,FAIXA_EVIDENCIA_ALTA
CGENE_AD3D324C0E18,62,GENE_E53BFCF59999,NGRAM3::AJUSTE_ESTRUTURA_COMPRA_ESTAVEL=>AJUSTE_ESTRUTURA_SUBIU=>AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,26,802,14,12,250,552,3.14009661836,53.8461538462,31.884057971,1.68881118881,0.00689631029896,1.47584541063,0.903116172157,0.00480820058201,0.00480820058201,2.576,0.0186901607306,5.96148595926,0.0146217127129,0.0848520021545,53.5714285714,35.3264230322,71.3327451868,53.5884615385,34.6153846154,69.2307692308,9.36476418687,22,0.0751368828237,191,0.0749934441323,33,223,0.961267605634,0.868544600939,0.87323943662,0.512910798122,0.350938967136,0.177523474178,73.9627347418,FAIXA_EVIDENCIA_ALTA
CGENE_E89F6AFED467,63,GENE_900DCADE9545,NGRAM3::AJUSTE_ESTRUTURA_ACELEROU_NEG=>AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG=>AJUSTE_ESTRUTURA_COMPRA_SUBIU,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,16,812,10,6,254,558,1.93236714976,62.5,31.884057971,1.96022727273,0.00591612406357,1.81642512077,0.903116172157,0.0056063818666,0.0056063818666,3.66141732283,0.012721140685,7.04153247706,0.0079640858699,0.0922185788041,61.1111111111,38.3283663443,81.5563038216,62.23125,37.5,87.5,11.7837044952,102,0.0859933835471,110,0.06442366296,,,0.976525821596,0.882237871674,0.884976525822,0.425469483568,0.230046948357,0.555457746479,73.802327856,FAIXA_EVIDENCIA_ALTA
CGENE_ACC8D066925A,64,GENE_E1311CCF98ED,NUM::SCORE_ESTABILIDADE::ATE_P25,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,294,534,103,191,161,373,35.5072463768,35.0340136054,31.884057971,1.09879406308,0.0111846250788,1.04848622809,0.903116172157,0.00180173964879,0.00180173964879,1.24935774446,0.160922609852,2.08268182417,0.148978230535,0.0501529282571,35.1351351351,29.8054625385,40.6550863115,34.9506802721,29.5918367347,40.1445578231,2.75036039774,72,0.14555853928,549,0.159505678614,2,,0.735915492958,0.665884194053,0.68955399061,0.820031298905,0.81279342723,0.692488262911,73.7294600939,FAIXA_EVIDENCIA_ALTA
CGENE_289ABC266C3A,65,GENE_A475F36059BB,NUM::LADOS_ATIVOS::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,526,302,147,379,117,185,63.5265700483,27.9467680608,31.884057971,0.876512270999,-0.0250122523279,0.945355818133,0.903116172157,0.00885885078083,0.00885885078083,0.613287328327,0.0014966612724,10.2939384815,0.00133467911067,-0.111500192162,28.0303030303,24.2838143782,31.9344294307,28.0007604563,24.144486692,31.7538022814,1.98301041653,263,0.19782374854,452,0.200916327457,,,0.400234741784,0.922143974961,0.922535211268,0.807120500782,0.905516431925,0.847711267606,73.7240805947,FAIXA_EVIDENCIA_ALTA
CGENE_7D99999EF9E5,66,GENE_A36B6C610F11,NUM::TAXA_PRIMEIRA_METADE_PCT::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,581,247,150,431,114,133,70.1690821256,25.817555938,31.884057971,0.809732436238,-0.0425680879367,0.918221863546,0.903116172157,0.027901791781,0.027901791781,0.406032482599,1.60035471538e-08,33.0037929259,9.19792563199e-09,-0.19964882492,25.9005145798,22.4276798639,29.5299510829,25.8442340792,22.2030981067,29.4363166954,1.79710295722,276,0.196416654316,454,0.202522417343,,,0.325117370892,0.982394366197,0.982394366197,0.791471048513,0.913145539906,0.852406103286,73.3602308294,FAIXA_EVIDENCIA_ALTA
CGENE_644CD04F9D7B,67,GENE_B57C54B25174,FAIXA_POS_06::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS,FAIXA_POS_06,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,24,804,13,11,251,553,2.89855072464,54.1666666667,31.884057971,1.69886363636,0.00645872715816,1.48616600791,0.903116172157,0.00455368676691,0.00455368676691,2.60376675118,0.0247241674522,5.65060877912,0.0174493133733,0.0826099675467,53.8461538462,34.9281633991,72.203199033,54.1958333333,33.3333333333,75,9.90282612545,64,0.0729071430218,149,0.0630975581538,89,196,0.962441314554,0.865023474178,0.869131455399,0.471830985915,0.338028169014,0.166373239437,72.8594483568,FAIXA_EVIDENCIA_ALTA
CGENE_E5BAF4A9AADB,68,GENE_0CCEB6043553,NUM::DEGRADACAO_SEGUNDA_MENOS_PRIMEIRA_PP::ATE_P50,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,549,279,141,408,123,156,66.3043478261,25.6830601093,31.884057971,0.805514157973,-0.0411153119093,0.916560102302,0.903116172157,0.0245954479994,0.0245954479994,0.438307030129,1.14236695558e-07,28.8469089559,7.83308091222e-08,-0.186652784667,25.7713248639,22.2080711136,29.5011625774,25.6593806922,22.2222222222,29.1484517304,1.88125789019,690,0.197647649741,36,0.196059517709,,,0.31220657277,0.974960876369,0.975352112676,0.79186228482,0.907276995305,0.851232394366,72.6618740219,FAIXA_EVIDENCIA_ALTA
CGENE_5C331CC14CE9,69,GENE_95ADB3EF8647,NGRAM3::AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS=>AJUSTE_ESTRUTURA_VENDA_ESTAVEL=>CONFIRMACOES_CANDIDATA_ESTAVEL,NGRAM3,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,9,819,7,2,257,562,1.08695652174,77.7777777778,31.884057971,2.43939393939,0.00498844780508,3.0652173913,0.903116172157,0.00705684129265,0.00705684129265,7.65369649805,0.00603015703779,8.82415456884,0.00297269085049,0.103233674294,72.7272727273,44.3904537692,93.3260488822,77.3777777778,44.4444444444,100,13.194247316,50,0.0251920177684,66,0.0231656075833,,,0.994131455399,0.901017214397,0.904929577465,0.392801251956,0.100352112676,0.472711267606,72.6413341158,FAIXA_EVIDENCIA_ALTA
CGENE_ADF51C111BEA,70,GENE_E10E3A7A9737,TOKEN::AJUSTE_ESTRUTURA_CAIU,TOKEN,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,190,638,69,121,195,443,22.9468599034,36.3157894737,31.884057971,1.13899521531,0.0101694321921,1.06958917236,0.903116172157,0.00191254519322,0.00191254519322,1.29548633185,0.155792994511,2.22991230038,0.135361530691,0.0518953832008,36.4583333333,29.8100317054,43.373887202,36.3752631579,30,43.6842105263,3.47646861535,48,0.144628591331,404,0.155382884209,18,82,0.766431924883,0.680359937402,0.698943661972,0.77210485133,0.741197183099,0.515258215962,72.5146713615,FAIXA_EVIDENCIA_ALTA
CGENE_CCD454DF8FC2,71,GENE_7D079BBD62CF,NUM::TAXA_SEGUNDA_METADE_PCT::ZERO,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,77,751,31,46,233,518,9.29951690821,40.2597402597,31.884057971,1.2626918536,0.00778897990618,1.14020163831,0.903116172157,0.00230571860611,0.00230571860611,1.49822728121,0.122674978005,2.74220019769,0.0977301228017,0.0575485533054,40.5063291139,30.0080664326,51.4600921206,40.4857142857,29.8376623377,51.9480519481,5.89133944211,201,0.0951888714467,198,0.0972407938763,25,25,0.843896713615,0.723787167449,0.746478873239,0.634976525822,0.597417840376,0.533450704225,72.3307902973,FAIXA_EVIDENCIA_ALTA
CGENE_1B4893D8A5A4,72,GENE_B4D6090B4021,FAIXA_POS_02::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG,FAIXA_POS_02,sequence,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,31,797,15,16,249,548,3.74396135266,48.3870967742,31.884057971,1.51759530792,0.00617867394805,1.31974637681,0.903116172157,0.00329964124993,0.00329964124993,2.06325301205,0.0505975823068,4.03867767371,0.044468652445,0.069840031792,48.4848484848,31.8874964234,65.2563190714,48.6322580645,32.2580645161,64.5161290323,8.96748198274,94,0.0923893497284,226,0.0932568814053,55,111,0.931338028169,0.795579029734,0.818661971831,0.522300469484,0.394366197183,0.349178403756,72.2672143975,FAIXA_EVIDENCIA_ALTA
CGENE_4BE99F4B5E8B,73,GENE_462E7A68F785,NUM::SCORE_ESTABILIDADE::ATE_P75,NUM,numeric,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,453,375,124,329,140,235,54.7101449275,27.3730684327,31.884057971,0.858518964479,-0.0246796891409,0.937888198758,0.903116172157,0.0081470231258,0.0081470231258,0.632653061224,0.00270117675195,9.3717037929,0.00220360600781,-0.106388358581,27.4725274725,23.4720148898,31.6606107313,27.3324503311,23.178807947,31.5673289183,2.14276324207,510,0.18309028802,173,0.191054331658,,,0.386150234742,0.913536776213,0.913732394366,0.778169014085,0.882629107981,0.832453051643,72.1131651017,FAIXA_EVIDENCIA_ALTA
